supported by sports justice dept escalates inquiry on global sports corruption leer en espa ol by rebecca ruizjan     the main   share this page     the main     hayward field in eugene ore was chosen to host the world track and field championships there was no bidding process credit andrew burton for the   united states prosecutors have issued grand jury subpoenas in far reaching investigation of international sports corruption seeking new information about some of the biggest sports organizations in the world including fifa the international olympic committee and the united states olympic committee as well as the people who have successfully lobbied to host top global competitions the justice department is exploring possible racketeering money laundering and fraud charges related to two track and field world championship events and the business executives who have consulted on bids for various other elite competitions according to one of the subpoenas which was obtained by the   the subpoenas delivered in january have solicited documents testimony and financial records dating to since that time the united states has won bids to host two major sports events the track and field world championships in eugene ore and the summer olympics in los angeles the subpoena did not explicitly refer to the los angeles olympic bid of particular interest to the justice department according to the subpoena is the world governing body for track and field known as the international association of athletics federations that federation awarded the sport world championships to doha qatar and the event to eugene advertisement     the main   the investigation is being conducted by the united states attorney office for the eastern district of new york the brooklyn office includes the same prosecutors who have spent years investigating fifa the global governing body for soccer resulting in range of bribery and corruption charges that produced upheaval in the organization the office has also spent years investigating systematic doping in russia     the main   advertisement     the main   spokesman for the eastern district declined to comment on wednesday the individuals summoned to provide information including personal and corporate bank records were asked to appear in federal court in brooklyn as soon as this week the government request came just as global sports officials prepared to travel to pyeongchang south korea for the winter olympics and as the united states olympic committee has been roiled by the case of lawrence nassar former doctor for the american gymnastics team convicted of sexually abusing scores of young athletes spokesman for the declined to comment on wednesday spokeswoman for the world governing body of track and field said the organization had not been contacted by american investigators we stand ready to cooperate if they do she said the international olympic committee too had not been contacted spokesman for the organization said minimizing the organization relevance to any potential inquiry prosecutors have broadly requested emails text messages notes and contracts relating to the over the last five years the same is true for the other organizations newsletter sign up     the main   please verify you re not robot by clicking the box invalid email address please re enter you must select newsletter to subscribe to sign up you agree to receive occasional updates and   offers for the   products and services thank you for subscribing an error has occurred please try again later you are already subscribed to this email view all   newsletters see sample manage email preferences not you privacy policy opt out or contact us anytime among the specific sports marketing companies that prosecutors are scrutinizing according to the subpoena is helios partners firm that has lobbied global sports officials to award high profile events to particular cities and countries helios helped russia secure the winter olympics and the coming world cup before its acquisition in by the amaury group french media company american prosecutors are also specifically interested in eugene successful bid for the track and field event which the actively supported and doha successful effort to host the edition of that competition which occurs every two years abroad the same competitions have drawn intense scrutiny france national financial prosecutor office has been investigating the track and field governing body and its choices of eugene and doha track and field world governing body gave the event to eugene without bidding process the bbc reported in june that the and the were investigating eugene selection lamine diack who ran the international track federation for years and served as longtime member of the has been detained in france since november accused of accepting bribes for covering up the doping violations of russian athletes advertisement     the main   connections to mr diack and his son led the brazilian authorities to arrest carlos arthur nuzman the head of brazil olympic committee last fall amid suspicions that rio de janeiro successful bid to stage the summer games was helped by bribery to secure supportive votes from members of the the wide net newly cast by american prosecutors suggests overlapping threads with the french investigation but the justice department is also soliciting broader information including about fifa suggesting that american authorities scrutiny of that organization which figured prominently into federal trial late last year is far from over fifa itself has sought to turn the page on its corruption scandal emphasizing its status as victim in the american case and its cooperation with investigators former officials were charged with an array of crimes including racketeering conspiracy and fraud the same issues central to the prosecutors continuing scrutiny fifa too has major competition scheduled to be held in qatar the world cup at the fifa trial last year new information emerged about alleged bribery that helped to steer that tournament to qatar version of this article   in print on february on page of the new york edition with the headline federal subpoenas escalate inquiry on global sports corruption order reprints   paper subscribe     the main   we re interested in your feedback on this page tell us what you think related coverage accused of corruption on multiple continents and comfortably defiant in senegal oct brazil olympic committee head is detained in bribe inquiry oct,1
advertisementsupported byq tell us things about your book inside the fevered minds of sports fansby john williamsfeb imagecreditpatricia wall the  if you ve never had your heart broken or your nerves thoroughly frayed by sporting event you know someone who has as young journalist at the los angeles   in the george dohrmann   field late night phone calls from rabid fans he wondered being fan himself why the depth of their devotion mystified him my blindness to the root causes of their thinking and conduct was also ignorance about myself he writes in his new book superfans into the heart of obsessive sports fandom dohrmann who spent time as an investigative reporter at sports illustrated and is now senior editor at the athletic spoke to everyday fans academics and scientists about what it is that drives our vicarious competitive mania below he talks about whether kids should be fans his admiration for the soccer player clint dempsey and more when did you first get the idea to write this book it long been curiosity of mine why people were so intense about their favorite team certainly had my favorites throughout my life as young person it was notre dame football and growing up in california the giants in baseball and the warriors in basketball most of those teams fell away but what became my one true obsession was the united states men national soccer team but never on the level that   see from people both as young journalist and then later when was doing investigative journalism on colleges getting death threats from fans who were upset what is it that makes people this passionate love sports too but how did they get there then had kids have an eight year old and five year old and started asking myself about fandom and how to introduce it to them it all came together three or four years ago it felt like the moment professionally and personally for me to dive into this book there are so many books that explore someone individual fandom but those aren that accessible if not red sox fan not going to read book about red sox fan thought if you wrote something that introduced different people from around the country that was more approachable way to analyze fandom what the most surprising thing you learned while writing it imagegeorge dohrmanncreditadam moorei talked to susan harter renowned child psychologist about how kids receive their parents fandom she told me that we shouldn be introducing our kids to fandom until adolescence this runs contrary to what we do we put baby in green bay packers onesie this is what we see all the time and we celebrate it posting pictures of it and saying how cute it is but kid wrote about an eagles fan was just melting down in youtube videos while the patriots were beating his team harter said kids want to see the world in black and white they want to divide the world into good and bad and sports does that but the kids don understand that the fact that their teacher is an auburn fan doesn make them bad person they don understand that daddy going to be when his team loses they lack perspective they can say well it been good season even though we lost this game some  now watch game outside the home so my kids don see me yelling at the tv and see that it important to me don want them to make it important right now in what way is the book you wrote different from the book you set out to write initially wanted to have more fan athlete engagement in the book more opportunities for athletes to confront the fans who often say critical things about them thought that   make for good   and did reach out to some athletes but ultimately concluded that part of fandom blazing is what they call it that troll behavior while it exists it felt like falling into trap just looking at the worst of fans there is some bad behavior in the book but it felt too voyeuristic to keep highlighting these really extreme negative fans who is creative person not writer who has influenced you and your work for long time my favorite national team player was clint dempsey liked him because he was successful but loved how he was successful and why loved that he grew up poor and had to go outside the traditional soccer development system he wasn put on the conveyor belt to greatness that inspiring someone who works outside the system and still gets to the top of it he   take risks on the field it was like he was saying going to try for greatness and might look foolish some  and it might not work out but going to shoot for greatness here that was something to love and admire about him and something that anyone can bring into their own work we have to take shots here persuade someone to read superfans in words or less lot of people wonder about sports fans behavior they might be husbands wives brothers sisters roommates girlfriends boyfriends these people ask why are they like that this book will open your eyes so wide to that behavior and you ll be able to tick off the reasons this interview has been condensed and edited follow john williams on twitter johnwilliamsnyt superfansinto the heart of obsessive sports fandomby george dohrmann pages ballantine books version of this article   in print on on page of the new york edition with the headline we re no why you are so crazy about your team order reprints   paper subscribeadvertisement,1
advertisementsupported bythe year in sportsby christopher clareydec incredible comebacks unbelievable shots and memorable performances in jan australian open rematch of the yearrafael nadal vs roger federerimagerafael nadal left and roger federer after the australian open final creditdita alangkara associated presshow   roger federer rafael nadal final come as shock they had played   creating one of the chummiest great rivalries in sports but not even the rivals saw this one coming injuries had spoiled their seasons federer years old had not played an official tournament in six months nadal and with suspect left wrist had not reached grand slam final in more than two years but their skills and just as important desire were still intact when they arrived in melbourne australia in january two weeks later they met for the australian open title it went the distance and federer prevailed driving his one handed backhand with new assurance and coming back from down in the fifth set long the sidekick in the rivalry federer went on to defeat nadal three more   in but it   turn out to be both of their years each won two major titles and they played their first doubles match together representing europe at the laver cup they won that one too feb super bowl ligame of the yearnew england patriots vs atlanta falconsimagethe patriots quarterback tom brady was named the of the super bowl creditchang lee the  the american version of football is dealing with plenty of existential dread but super bowl li for the non romans among us was all about finding new life down to the atlanta falcons midway through the third quarter tom brady and the new england patriots looked set for another deflationary moment in the hi  of the super bowl no team had rallied to win from point deficit but then no franchise has had the uncanny ability to recharge its batteries like new england under the grim faced coaching genius bill belichick so much had to go right and it did including catch by wide receiver julian edelman that came with three falcons defending against him and the ball bouncing off legs and feet before edelman grabbed it within an inch of the turf destiny so it seemed as the patriots tied the game at in regulation and then drove yards on eight plays on the opening possession of overtime clinching the victory on james white yard touchdown run we never felt out of it said brady super bowl once more march champions leaguecomeback of the yearbarcelona vs paris st germainimagebarcelona sergi roberto center after he scored the winning goal against paris st germain creditlaurence griffiths getty imagesin any other year the patriots super bowl rally   have resolved any debate about the comeback of the year by february but barcelona outdid them by early march after surviving the champions league round of and beating paris st germain that result was never expected after barcelona lost to on the road three weeks before that deficit despite barcelona exceptional strike force should have been insurmountable no team had overcome it in the champions league   not allow more than three goals in any other game all season against barcelona gave up three in the first minutes before getting all the breathing space it appeared to need when edinson cavani scored in the nd minute to make it barcelona now needed three more goals for total of six to advance but somehow it still had just enough time neymar who had given his team percent chance of advancing after the first leg scored the next two the first at the th minute and the second one minute into stoppage time on penalty kick he then conjured the game winner few minutes later with chipped pass into the penalty area that sergi roberto stabbed into the net with lunging right footed volley ce est pas possible ce est pas possible shouted the french television commentator st phane guy on canal plus in theory guy was right april tournamentupset of the year indoors mississippi state vs connecticutimagevictoria vivians and her mississippi state teammates defeated connecticut in the tournament creditjustin tafoya ncaa  s via getty imagessixty points that was the record margin of victory for the university of connecticut when it thrashed mississippi state in the round of in the women basketball tournament one year later uconn was less experienced yet still juggernaut in the regular season and riding game winning streak that dated from the huskies looked well on their way to fifth straight title but for all the inequities there is no script in sports nothing preordained and after hearing about and thinking about the number for months the bulldogs used it for fuel this time the final margin   be just two points provided by foot pull up jumper at the buzzer in overtime from point guard morgan william this time mississippi state was the winner oct world cup qualifyingupset of the year outdoors united states vs trinidad and tobagoimagechristian pulisic of the united states men national team after losing to trinidad and tobago in october creditrebecca blackwell associated pressdespite its limitations and the doubts the united states men national soccer team still needed only tie to qualify for the world cup trinidad and tobago already eliminated from contention was the weakest team of the six in the final round of concacaf regional qualifying the united states had not missed world cup since final score trinidad and tobago at least the americans   have illustrious company in misery italy did not qualify either and the last world cup it missed was aug world track and field championshipsrace of the yearmen meter finalimageat the world track and field championships in august justin gatlin far left won gold christian coleman third from right won silver and usain bolt far right won bronze creditmatt dunham associated pressusain bolt had won gold medals in world record   he had won them in much shakier form but since he became an international star at the olympics he had never lost to any man at global championships in or meter final his only setback was false start that disqualified him from the at the world championships in daegu south korea in surely bolt   find way in his final individual race to keep grinning all the way to the finish line in london but this was bolt season too far and though he did his best to stick to the script mugging for the cameras and waxing confident the speed was no longer there he lost to an old american rival justin gatlin and new one christian coleman settling for an out of character bronze medal in his final individual meters gatlin booed by the huge crowd before the race because of his hi  of doping suspensions still took knee on the red track extended both arms and bowed to bolt but an era was officially over sept international olympic committeeanticlimax of the yearthe summer gamesimageparis will host the summer olympics creditchristophe simon agence france presse getty imagesno it was not the strange and oh so lucrative floyd mayweather conor mcgregor fight which at least lasted rounds before the year old mayweather confirmed the obvious winning his supposed last fight we ll see by technical knockout the real nonevent of was paris versus los angeles the two cities were supposed to lobby it out for the right to stage the olympics firms were mobilized so were french presidential candidates including the eventual winner emmanuel macron but in the end the international olympic committee concerned about the declining interest in olympic hosting decided there   be no duel at all paris got los angeles got there were hugs all around the beleaguered president thomas bach   use few jan australian opendoubles team of the yearserena williams and her baby imageserena williams defeated her sister venus to win her seventh australian open title creditdita alangkara associated pressfederer and nadal deserve support martina hingis and chan yung jan merit few votes too they won the united states open finished no on the women tour and almost certainly will never play together again now that hingis has retired for the third and surely final time but the most remarkable doubles team of was the one that nobody except very select few even knew was doubles team in january when serena williams won her rd grand slam singles title at the australian open she did so while two months pregnant with her daughter alexis olympia those initials are no coincidence juneinnovation of the yearemirates team new zealand america cupimageemirates team new zealand and their cycling sailors during the america cup creditmark lloyd agence france presse getty imagesthe surge in sports hijabs including one created by nike that was released in december was fine sign of progress allowing more muslim women to compete in comfort while conforming to their religious practices but sports hijabs have actually been around for years until though no one had ever placed four stationary bicycles on the deck of an america cup yacht and had the crew use pedal power to generate hydraulic pressure instead of using the customary hand operated grinding pedestals the cycling sailors or cyclors were not the only reason emirates team new zealand upset the better funded holders of the cup oracle team to win one of the oldest major sporting events but the bikes were certainly one of the reasons and they were doubly clever not only because they produced more power they also allowed some of the cyclors to have their hands free to perform other navigational tasks distracted sailing in this case paid off may playoffsgoal of the year on ice pittsburgh penguins vs ottawa senatorsimagechris kunitz scored the winning goal for the pittsburgh penguins against the ottawa senators in game of the eastern conference finals creditjamie sabau getty imagessidney crosby goal in march versus the buffalo sabres was performance art he beat two defenders and scored with one handed backhander over the glove of the goaltender robin lehner but on the goal that mattered most for the penguins in crosby played only supporting role he passed to his fellow canadian chris kunitz who one timed slap shot that won game in double overtime against the ottawa senators and put the penguins back in the stanley cup finals it was not the cleanest strike the puck spun end over end but it was the most timely strike and the penguins went on to repeat as champions in much less dramatic fashion defeating the nashville predators in six games jan premier leaguegoal of the year on grass arsenal vs crystal palaceimageolivier giroud after he scored goal with scorpion kick against crystal palace creditandy rain european press  agencyit was jan in britain and the frenchman olivier giroud kicked off the new year in style his backheel pass helped start counterattack by arsenal against crystal palace giroud then sprinted meters and was in not quite the ideal spot for alexis sanchez cross with the ball behind him giroud reached back with his left foot and volleyed the ball with his heel into the upper left corner of the net it was scorpion kick to savor and it had taken less than hours of to determine the goal of the year may madrid openshot of the year with racket pablo cuevas vs alexander zverevimagepablo cuevas defeated alexander zverev in the quarterfinals of the madrid open creditoscar del pozo agence france presse getty imagespablo cuevas will likely never win grand slam title or reach no but the flashy uruguayan will always have the second game of the second set of his quarterfinal at the madrid open the opponent was the young and uber talented german alexander zverev who was up set and serving at the rally was typical clay court tussle with the men trading drop shots and zverev hitting backhand lob volley that sent cuevas scurrying back to the baseline tweener shot between the legs   have been cuevas logical next move instead he produced something much more original with his back to the net no look flick with backhand grip that zipped past the stunned zverev for winner cuevas came back to win the match but that is not what sticks with you nov celebration of the yearatlanta falcons vs tampa bay buccaneersimagejulio jones and justin hardy celebrated after an atlanta falcons touchdown creditkevin cox getty imagesthe no fun league no more the took the shackles off its players in the end zone in and the post touchdown creativity flowed freely pantomime was the entertainment vehicle of choice and though packers became bobsledders eagles became baseball players and vikings took part in game of duck duck goose or in the vikings home minnesota duck duck gray duck the vote here goes to julio jones the falcons receiver who made for very convincing fencer and delivered the coup de gr ce to his teammate justin hardy oct thailand cuppremature celebration of the yearbangkok sports club vs satri angthongthe thailand cup semifinal in october had gone to penalty kicks and it was when player for bangkok sports club shot with his left foot and hit the crossbar the ball rebounded high in the air as the shooter put his hands to his face the goalkeeper for satri angthong raced toward his teammates punching the air exultantly but then the ball finally bounced with the backspin it headed toward the goal and bounced again and then once more before crossing the unguarded goal line with satri keeper giving chase too late but just in time to become global cautionary tale june travelers championshipshot of the year with club jordan spieth vs bunkerimagejordan spieth right celebrated his winning shot at the travelers championships with his caddie michael greller creditmaddie meyer getty imagesit was not jordan spieth most significant victory of that   come few weeks later at the british open where he joined jack nicklaus as the only men golfer to win three major championships before his th birthday but for dramatic flourishes there was no topping spieth final shot of the travelers championship in june in cromwell conn on the first hole of playoff with daniel berger after letting lead slip during regulation play spieth hit his second shot into bunker while berger found the edge of the green on the par th realistically spieth had to get up and down and make par to keep his chances alive he did better than that after blasting out of the sand his ball bounced three   and then rolled into the cup after spieth airborne back to chest bump with the caddie michael greller was complete berger missed his long birdie putt berger conclusion jordan does jordan things march eagles landing middle schoolshot of the year periodjamarion styles jamarion styles lost his hands and most of both arms to bacterial infection before his first birthday that has not kept him from playing basketball after joining the team at eagles landing middle school in boca raton fla styles now made two three pointers to finish off one of his team victories in march video of the shots went viral and hopefully the message of resilience did too if   wave magic wand right now and give you your arms back   you want them styles was asked by cbs reporter don need them he answered correction an earlier version of this article misstated the number of consecutive women college basketball championships connecticut had won in they were going for their fifth straight title not their fourth version of this article   in print on on page sp of the new york edition with the headline the year in sports order reprints   paper subscribeadvertisement,1
advertisementsupported bynews analysiswhy russia tried to cheat its way to gloryimagepresident vladimir putin with russian athletes at the winter olympics in sochi creditmikhail klimentyev agence france presse getty imagesby rebecca ruizdec lausanne switzerland what do you think about your new president you are shocked the man posing the question to me was mikhail kusnirovich owner of russia largest department store he and donald trump had tried to strike deal to bring the miss universe pageant to red square years before he said he went on to answer his own question think he going to be good it was december in mr kusnirovich office overlooking the kremlin weeks before united states intelligence agencies   publicly conclude that russia had interfered in the election in the interest of tilting it toward mr trump nesting dolls with the american president elect face stared out of stalls at the holiday markets but the topic at hand for me was not election meddling but rather russia sophisticated cheating at the winter olympics in sochi russia two subversions of global sports and american democracy have more in common than you may think both involve intelligence agents russia will to win and the same cyberespionage team both have prompted millions of dollars of investigations and challenged public confidence in the purity of sport and in the strength of democracy the two breaches are at the heart of how president vladimir putin has suggested he wants to reclaim russia past by weakening western democracy and dominating world sports mr kusnirovich belonged to group of prominent public figures focused on restoring russian sports to good global standing the group was created last summer by mr putin after revelations that the nation had stolen medals in sochi by relying on steroid laced martinis hundreds of ounces of stockpiled clean urine and the overnight stealth of the country federal security service the kremlin dismissed the details of both schemes as absurd but on tuesday russia was barred from the winter games for its state backed cheating some individual russian athletes may compete independently in neutral uniforms but the russian flag will not appear when the games begin in pyeongchang south korea the details of the sports scandal deconstructed by russian whistle blowers who have provided rare insider insights offer perhaps the purest case study of russia drive to dominate its brazen methods and in part its motivation to influence the american presidency in declassified intelligence report released early this year united states officials said russia attacks on the election had been for mr putin partial payback for the doping scandal which he repeatedly called an american led effort to defame russia last month as new medals were stripped from russian olympians mr putin said the disqualifications were the united states attempt to undermine his re election in fact sports regulators and investigators who conducted the multiple investigations into russia doping are headquartered in canada and the olympic leadership in charge of disqualifying athletes is based in switzerland it was the former president of that staunchly neutral country samuel schmid who conducted the latest investigation for the olympic committee resulting in tuesday sanctions in scrutinizing russia sports and antidoping officials have said they acted on objective forensic and scientific evidence of russia fraud documents data lab analyses and glass bottles of urine with telltale signs of tampering just as allies of the   counsel robert mueller have done this year in the context of the election inquiry the officials have defended their impartiality and interest in plain facts three key whistle blowers helped provide those facts grigory rodchenkov russia former longtime chief antidoping chemist as well as yuliya and vitaly stepanov former russian runner and former employee of the nation antidoping agency all now live in the united states in undisclosed locations from which they have spoken openly about years of coordinated cheating the justice department too has taken interest in their evidence dr rodchenkov whose personal diaries cataloged each day of cheating in sochi came to the united states only after vitaly mutko russia deputy prime minister and former sports minister asked him to resign in light of growing global suspicions about the extent of the nation cheating which the chemist had helped mastermind   we also have meeting how to come from defensive to offensive dr rodchenkov wrote to me in an email on nov having initially denied wrongdoing in our early exchanges at that meeting mr mutko effectively dismissed him and set off dramatic chain of events freedom he wrote in another email that night dr rodchenkov tell all account reported in the   in may and detailed in the documentary icarus culminated in russia olympic ban this week it was instrumental in motivating some russian officials to temper their rigid denials and acknowledge that an institutional conspiracy had existed though they maintained it had not been state sponsored still before this week final sanctions were announced global athletes antidoping advocates and some sponsors had expressed concern about growing crisis in international sports pointing to the long delay by both regulators and olympic officials in responding to evidence of widespread cheating that went even beyond sochi as those critics wondered when or if sports officials   penalize russia for its systematic transgressions by rescinding olympic medals and condemning the state supported schemes they questioned not just fundamental frailties in drug testing controls but also the independence of antidoping authorities one year later similar basic questions about separation of power have taken on renewed relevance in american politics as result of russia breaches those questions have followed mr trump repeated attacks on the independence of the justice department in defiance of the post watergate norms intended to insulate law enforcement from partisan and personal agendas in the same way that mr trump has avoided acknowledging evidence of russia interference in the election thomas bach president of the international olympic committee took more than year to accept the extensive evidence of russia interference in the sochi olympic lab operations other sports officials such as the president of skiing governing body initially told me that the evidence on russia was conspiratorial or too hollywood just as some republican lawmakers have doubted the legitimacy of mr mueller mandate in drawing out his decision making until this week mr bach called for due process and stressed the importance of giving russia fair chance to defend itself one defense came just after the early penalties for russian athletes at the olympics set of cyberattacks group known as fancy bear which american intelligence officials tied to russia main military intelligence unit the published the hacked private medical records of top american athletes as well as the private emails of antidoping officials who had lobbied for ban on russia the hackers the same group that stole emails from the democratic national committee servers and released them ahead of the election called the athlete records proof of illegal drug use by stars such as simone biles and serena williams all athletes had received necessary clearances to use the substances in question and none of the information constituted violation in fiery interview in moscow last year mr mutko the former sports minister and current deputy prime minister echoed mr putin arguing that russia had been disadvantaged globally in sports as in all things he said the decks were stacked against the nation this week he was barred from attending any future olympics though he remains at the helm of russia soccer world cup somebody has to take the responsibility he said in july three months before mr putin promoted him there must be master at home correction an earlier version of the   caption with this article misstated the location of sochi it is in russia not japan rebecca ruiz is domestic correspondent for the   she covered global sports and the justice department this year follow the   opinion section on facebook and twitter nytopinion and sign up for the opinion   newsletter version of this article   in print on on page sr of the new york edition with the headline how russia cheats in sports and elections order reprints   paper subscriberelated coveragerussia banned from winter olympics by dec imagerussian insider says state run doping fueled olympic goldmay imagereport shows vast reach of russian doping athletes sportsdec imageadvertisement,1
advertisementsupported byfirst wordsis it better to trust the process or to change it imagecreditillustration by derek brahneyby marc tracymarch when year old named sam hinkie became president and general manager of the philadelphia ers in the team was middling franchise whose city like most cities felt it had won fewer titles than it deserved one route to actually winning those titles seemed clear championships are won by teams with superstar and preferably two or three the most efficient way to secure such superstars is through the annual draft and the draft rules give an advantage to the teams with the worst records as hinkie took the reins fans quickly concluded that he was preparing to attempt novel strategy the sixers   tank deliberately fielding poor teams whose bottom of the league finishes   net them high draft picks this   take while to bring positive results but hinkie implored fans to ignore the team losses and look at the big picture we talk lot about process he said not outcome within couple of years this process had become the process and the phrase trust the process had become catechism for certain brand of fan joel embiid one of the first and biggest talents hinkie plan brought to philadelphia even adopted the nickname the process fans in philadelphia have been known to chant trust the process as he steps up to take free throws over time hinkie plan started to look as if it was working quite well perhaps too well last year full season after the polarizing hinkie submitted page letter of resignation the proposed new draft procedures that   make losing less attractive sports are defined by clear rules predictable mechanics and unambiguous results you really can devise workable system around them the same goes for game like blackjack in which your chances are consistent the dealer behavior is printed right on the table and everyone agrees on what makes good outcome the odds may be against you casinos are after all business but there really is an objectively correct way to play many hands even when you lose the process remains sound real life is not at all like blackjack and yet the same faith in process crops up in even the messiest realms late last year white   spokesman dismissed fears over robert mueller investigation by suggesting that the administration should be as sanguine as one of its lawyers take deep breath follow ty cobb lead trust the process anthony scaramucci during his abbreviated reign as white   communications director argued for health care system that   trust the process of the free market like in telecom like in airlines those industries of notoriously satisfied consumers two years ago new yorker article mentioned one person who adopted trust the process mantra while taking an improv class he left his career in venture capital and got into buddhist podcast process can be soothing we defer to it almost out of habit as if it is machine that will resolve all conflicts so long as we can resist meddling with its workings but what if those workings and the conflicts behind them are precisely what we should be meddling with and arguing over the difference between process and any old series of events is that process is designed to lead to an outcome legal trial is in theory classic process two antagonists have their say under fair terms and agree to abide by the result one absurdity in kafka the trial is that the trial thing whose entire purpose is to produce an ending does not end the original german title is der process among the united states most cherished processes is the one enshrined in the fifth amendment and later the fourteenth no person shall be deprived of life liberty or property without due process of law the set of rights we ve come to think of as due process is process at its best offering whole litany of protections designed to minimize wrongful convictions presumption of innocence the right to an attorney the requirement that guilt be proved to an exceptionally high standard our generous conception of due process is source of national pride so much so that we some  come to expect it in every area of life for the past several months this has been the question raised as men are accused of sexual misbehavior or misconduct what kind of process might the accused be owed before suffering any consequences e ly if those consequences are as informal as having people generally despise you or demand your resignation from high profile job this is an open and debatable question and there are people in position to propose concrete answers to it and yet we ve often seen them call for process as way to avoid taking any clear position when white   adviser rob porter resigned amid reports of domestic abuse president trump tweeted is there no such thing any longer as due process but he was not to all appearances suggesting that porter be tried in court of law and if porter deserved some formal hearing before departing his job surely it was the trump administration itself that   have to provide it late last november as pressure built on representative john conyers to resign over accusations of sexual harassment the   minority leader nancy pelosi appeared on meet the press and maintained that we are strengthened by due process when asked how she might use her own powers to address the situation she   for instance have suspended him from his ranking position on the   judiciary committee she declined to give an answer invoking process lets us delegate our own judgments to some ostensibly neutral mechanism system that will formally decide things that might be difficult for us to decide ourselves but it can also absolve us of the responsibility to engage with the questions around us it can offer us cover for taking the positions we wanted to all along columbia university for instance has declined to negotiate with union formed by its graduate students even after that union was approved by the national labor relations board and voted on by the students themselves stance that will push the matter into further litigation we have declined to bargain the university provost said in january until the legal process has been allowed to run its course this is one kind of language process can speak sorry it seems to say our hands are tied we re forced to let this play out in precisely the way we already preferred in as the police beat protesters outside the democrats presidential convention in chicago the party establishment inside nominated the hawkish hubert humphrey even though majority of primary voters had supported robert kennedy or eugene mccarthy candidates who advocated quicker exit from the vietnam war it e ly disappointing to people my age college sophomore from new mexico told the   afterward the adults told us to trust the political process but process is not magical ritual it is designed to accomplish something specific and if it fails it can be redesigned of the constitutional amendments ratified since the bill of rights have changed the rules of voting and representation and after humphrey was defeated by richard nixon the democrats found themselves revisiting their primary system commission led by donald fraser and george mcgovern peacenik senator from south dakota proposed changes to the primaries that   transfer power from party bosses to the rank and file three presidential elections later after the candidates this new system encouraged including mcgovern failed to thrive democrats changed the rules again swinging authority back to party loyalists with the creation of superdelegates in those superdelegates came to seem to supporters of an insurgent bernie sanders like an emblem of the party establishment preference for the presumptive nominee hillary clinton at the party convention the democratic national committee created another commission to examine voting processes it issued its recommendations late in including measures like drastically reducing the number of superdelegates and opening caucuses to absentee participation many in the party have joined in support of these changes no less than tim kaine clinton handpicked running mate tweeted early this month we democrats need to do away with superdelegates once and for all they are given undue influence and make the presidential nominating process less democratic but even explaining those recommendations might require for some audiences the gauzy reassurance that the status quo won be upset too much one commission member jan bauer told the des moines register that iowa her home state need not fear huge alterations to its famously first in the nation caucuses not sure we re really talking she said about changing the process marc tracy is college sports reporter for the   blog he edited at tablet magazine won national magazine award in this is his first article for the magazine sign up for our newsletter to get the best of the   magazine delivered to your inbox every week version of this article   in print on on page of the sunday magazine with the headline grand schemes order reprints   paper subscribeadvertisement,1
